"Loan Calculator-EMI, RD & FD Calculator","10,000+",114,Finance,4.6,com.drippingfuture.moneymatters.ad,Dripping Future,https://play.google.com/store/apps/details?id=com.drippingfuture.moneymatters.ad,"📱Money Matters 📱
The application has three kinds of Calculators:-
1: Loan Calculator (Loan / Mortgage Calculator).
2: FD Calculator (Fixed Deposit Calculator).
3: RD Calculator (Recurring Deposit Calculator).
You can use these Calculators for:-
	1: Calculations
	2: Save Calculations
	3: Compare Saved Calculations
	4: Manage your portfolio
This is a professional financial calculator it has EMI Calculator, FD Calculator, RD Calculator.
EMI Calculator is a simple loan calculation tool that helps the user to calculate EMI and view payment schedule quickly. Use this app to calculate your EMI (Equated Monthly Instalment), effectively plan your loan repayment.
	MAIN FEATURES:
	EMI Calculator is the particular kind of calculator that calculates your Loan EMI.
	This app allows you to calculate the following values by inputting all the other benefits:
- EMI
- Loan Amount
- Interest Rate
- Period (In Months and Years)
	Can check yearly and monthly payments of EMI, Principal and Interest amounts
	Generate the AMORTIZATION CHART/REPAYMENT SCHEDULE of the Loan. 
	The banking calculation section consists of interest calculator on the financial instrument like Fixed Deposit / FD calculator, Recurring Deposit.
	App Available for FREE to use.
	 Easy intractable UI
	 Can share the EMI results 
	Simple, Fast & User-Friendly
	Quick EMI computation
	Calculate EMI and view payment schedule
This free Loan EMI Calculator app is easy to use, intuitive to understand and is quick to perform. You can calculate EMI for a home loan, personal loan, car loan, education loan or any other fully amortising loan in India using this app. You can also check how prepayment can help reduce total interest outgo and reduce the loan tenure.
You are presented with payment summary with the break-up of principal and interest components, the payment schedule for the loan details entered. You can choose to share this information via e-mail, SMS or any other messaging app. You can also share the results to your favourite note-taking an app
EMI Calculator supports personal loan, education loan, property loan, home loan and car loan interest rates from all banks like Bank of Baroda, SBI Bank, ICICI Bank, HDFC Bank, Standard Chartered, City Bank, IndusInd Bank, PNB Bank, Bajaj Finserv, HSBC Bank, Bandhan Bank, Catholic Syrian Bank, City Union Bank, Dhanlaxmi Bank, Federal Bank, IDFC Bank, Karnataka Bank, DBS, Digibank, Axis, Andhra Bank, Bank of India, Bank of Maharashtra, Canara Bank, Central Bank of India, Corporation Bank, Dena Bank, Indian Bank, Indian Overseas Bank, Oriental Bank of Commerce, UCO Bank
	WHERE TO USE:
- Bank Loan
- Home Loan
- Car Loan
- Personal Loan
- Property Loan
- Mortgage Loan
	-Loan against property (LAP)
- Education Loan
- Credit Card Payment
- Business Loan
- Mortgage Loan
- 2-wheeler loan
- Any other loan
EMI Calculator for personal loan EMI, home loan EMI, car loan EMI, bills and credit card including HDFC Credit card, Sbi credit card, Citibank credit card, Axis Credit Card, RBL Credit Card, Credit Cards, Standard Chartered Bank Credit Card, Federal Credit Cards, ICICI credit card and so on
You can calculate EMI for Education Loan, Credit Card Payment, Home Loans, Personal Loan, Car Loan or any other loans using this app and share with your friends & family members through email, SMS, WhatsApp, etc. You can also check how prepayment can help reduce total interest outgo and reduce the loan tenure. 
This app is free, offline and very useful for property consultants, property agents, loan agents, home buyers, automobile agents, vehicle shop owners, banking professionals, bank loans, financial consultants, financial counsellors, individuals etc.
Keywords :- EMI calculator, Loan calculator, Loan Finance calculator, EMI Payment calculator, Affordability calculator, Mortgage calculator 
Money Matters is developed and managed by :
Dripping Future
contact@drippingfuture.com",5.4,"October 4, 2018","Bug fixes and performance improvements 
support for Android Pie",,,,Mon Dec  9 00:34:09 2019
Leeway Loan,"10,000+",22,Finance,3.8,com.app_leewayloan900.layout,Leeway Loan,https://play.google.com/store/apps/details?id=com.app_leewayloan900.layout,"Leeway Loan app helps to provide our members with an easy and efficient loan process.
The app will allow our members to stay in their own private space and at their own convenient time to submit their loan application and required documents to us. It eliminates the long wait in lines and tedious paperwork. All the necessary documents required to process a loan is located on the app. 
The loan application process requires:
 1) An Application Form 
2) The Loan Agreement/ terms and conditions
3) Standing Order or Salary Deduction Form
The App has the Loan Application Form and The Loan Agreement/Terms and Conditions available for clients to complete and submit. This process can take less than Five (5) minutes. The final step in the Loan Application process is the submission of the Standing Order or Salary Deduction form; which can also be uploaded on the app. 
Our app is very easy to use and is extremely simple and user friendly. A Loan application process can take minutes and if the member meets all the requirements the loan can be issued in less than 24 hours.",1.0.2,"March 19, 2019",,,,,Mon Dec  9 00:34:10 2019
EMI Calculator + Loan Schedule,"100,000+",427,Finance,4.5,emi.calculator,Appuonline,https://play.google.com/store/apps/details?id=emi.calculator," provides the fast way to calculate EMI and other important details related to a loan, which is useful for all loan/mortgage calculations. You can also calculate the 
 for 
, 
, 
, 
, 
 etc. by entering the details like Amount, Rate of Interest (Monthly/ Quarterly/ Half Yearly/ Yearly) and Repayment tenure period in months / years. 
 Simple, Fast & User Friendly
 Quick EMI computation
 Calculate EMI and view payment schedule
 You can send EMI details in PDF / Excel by Email
 Calculate monthly payment EMI, Total Interest and Total Payment (Principal + Interest)
 You can share EMI details with friends through email, whatsapp, sms and other apps
 You will get the statistical information about the EMI
 Calculate how much loan you can afford based on the affordable EMI
 View your previous calculated EMIs any time
 Download EMI details in PDF & Excel
 Use this app 
 and save your data pack
- Bank Loan
- Home Loan
- Car Loan
- Personal Loan
- Loan against property (LAP)
- Education Loan
- Credit Card Payment
- Business Loan
- Mortgage Loan
- 2 wheeler loan
- Any other loan
With colourful 
 and quick result, this EMI Calculator app is simple, fast & easy to use. Check repayment schedule with periodic breakup of interest and principal amount. It helps you in planning your debt & maintaining a healthy credit history like CIBIL. 
You can calculate EMI for Education Loan, Credit Card Payment, Home Loans, Personal Loan, Car Loan or any other loans using this app and share with your friends & family members through email, sms, whatsapp, etc. . You can also check how prepayment can help reduce total interest outgo and reduce loan tenure. 
This app is free, offline and very useful for property consultants, property agents, loan agents, home buyers, automobile agents, vehicle shop owners, banking professionals, bank loans, financial consultants, financial counsellors, individuals etc.
If you have any suggestions to improve us further, please write us at helpdesk@appuonline.com",1.16,"November 18, 2019","- Improvement to make the app faster
- Bugs & crashes fixed",,,,Mon Dec  9 00:34:10 2019
Rubique- Apply for Credit Cards & Loans,"10,000+",41,Finance,3.1,com.consumer.rubique,Rubique Technologies India Pvt Ltd.,https://play.google.com/store/apps/details?id=com.consumer.rubique,"Discover the simplest, shortest & speediest way to apply for Credit Cards, Personal Loan & Home loans from top banks in India.
Rubique’s ingenious app, brings the best of financial products and services, from India’s top banks at your fingertips. Through the Rubique app, we aim to make your financial journey simple, paperless & effortless in achieving your dreams with our high-tech solutions. It’s quite simply the best loan app out there. Experience it for yourself.
Here’s all that you can do on the Rubique App
1. Credit Card App - Apply to top banks in India.
2. Personal Loan App – Compare & apply to top banks with the best rates.
3. Calculate EMIs easily with our nifty EMI Calculator.
4. Check your CIBIL Score for free & get a detailed report instantly.
5. Get bank IFSC codes, addresses, contact information and more.
6. Check your loan eligibility with just a few taps.
7. Get instant quotes from top banks.
8. Avail exclusive deals, offer & more personalized for you.
Find the perfect Credit Card, Home Loan, Personal Loan and more for your needs, from a range of choices customized for you. It’s an instant loan app, to compare quotes from top banks & apply for the product of your choice, right from the app! Rubique’s proprietary AI based recommendation engine and financial matchmaking platform allow you to find the best match for your requirement. 
Get your detailed CIBIL Report absolutely free, with just a few taps on the Rubique App. Know your repayment history, credit card utilization, credit line age and a lot more. A good credit score can help you save a fortune on your loans and also find the best offers from India's top banks. Get yours today!
Apply instantly and get to know your approval through our deep integrations with financial institutions for any financial product.
Discover the simpler & speedier way to fulfill your personal finance needs. Our completely paperless application means, no more mounds of paperwork hassles. 
Get access to more than 100 financial institutions and 350+ products through our tie-ups and deep integrations.
We take care of every step of the process, ensuring that our customers have a seamless and hassle-free experience.
Our superior technology and optimised processes ensure the fastest process and best in market service.
With operations in more than 190 cities across India. We service your customers no matter where the requirement originates from.
1.Best Interest Rates
Compare and choose loans from over 20 lenders
2.Pre-Approved Offers
Check your eligibility and EMIs before you apply
3.Money in the Bank in 24 Hrs
Quick and hassle-free application. Instant processing.
4.Relationship Manager Only for You
Benefit from expert service personalised for you
Once you’ve chosen the right product for your financial aspirations, all you have to do is sit back and relax. Our experts will handle the entire process for you. 
Still, want to talk? We'll be glad to help you out at 1800 102 5299.",1.9,"April 3, 2019",Contact info removed,,,,Mon Dec  9 00:34:10 2019
Loan EMI Calculator,"10,000+",33,Finance,4.5,com.deepglance.loancalculator.activity,Deepglance,https://play.google.com/store/apps/details?id=com.deepglance.loancalculator.activity,"Get this useful Loan Calculator and be smarter.
Loan Calculator
LOAN EMI Calculator is a simple application, which is useful for all types of loan calculations or mortgage calculations for individual or professionals.
Loan Calculator / EMI Calculator helps you to calculate monthly/yearly payment, EMI payments,  interest or loan amount. It allows to create payment schedule and to plan advanced repayment.
 
Loan Calculator / EMI Calculator / Mortgage Calculator also guides you for loan re-financing whether you should go for refinance or not. Using this app you can track repayment of your personal or car loans, or mortgage.
Loan Calculator / EMI Calculator / Mortgage Calculator is designed with all the required information with easy and clean UI with provided all the required information and very handy application, all  loan related informations on your fingertips. then don't wait and give a try with this application.
-Calculate the LOAN/MORTGAGE EMI (Equated Monthly Installments) for Home/Car/Personal/Any Loan with advance repayment plan.
-Generate and email the AMORTIZATION CHART/REPAYMENT SCHEDULE of the Loan. 
-Compare up to 2 different set of LOAN values.
-Calculate and advise the loan-refinance based on advance features.
E-MAIL Feature: 
Loan Amortization Chart/Repayment Schedule can be emailed with attachment as Excel/CSV file.
All Calculations can be emailed using inbuilt feature.
-Calculate the LOAN AFFORDABILITY based on the affordable EMI.
 
-100% FREE – full features, no hidden charges or in-app purchases.
- No Advertisement.
For any suggestions/feedback of the application, please email to contactdeepglance@gmail.com",1.0,"March 27, 2019",Link Updated,,,,Mon Dec  9 00:34:11 2019
RupeeCircle,"10,000+",129,Finance,3.1,com.fintelligence.rupeecircle,RupeeCircle,https://play.google.com/store/apps/details?id=com.fintelligence.rupeecircle,"Download RupeeCircle App to register as a P2P Lending investor and earn excellent returns by lending to creditworthy and verified borrowers.  Alternatively, you can use the app as a borrower to get immediate personal or business loans.
About RupeeCircle
Backed by Mahindra Finance and Oracle’s Cloud Accelerator Program, we aim to drive financial inclusion to millions of unbanked & under-banked creditworthy borrowers in India.
We believe that with increasing internet penetration, digital footprints & big data analytics, individuals can act as “Banks or Financial Institutions” themselves and thereby extend financial services to the last mile.
Benefits of Investing with RupeeCircle
    • Earn Returns upto 30% on your Investments
    • Invest in New Investment Asset Class though P2P Lending
    • You get your returns credited straight to your account on a monthly basis
    • Verified borrower profiles with lesser chances of default
    • Independent of market volatility while investing through RupeeCircle
Investment Process
    1. Register with your mobile number and email id
    2. Upload KYC documents and get it approved within 1 working day
    3. Click on 
 on the Dashboard or go to Marketplace
    4. Invest on Borrowers at the Marketplace and Add Funds in your Wallet or,
    5. Add Funds in your Wallet and Invest on Borrowers at the Marketplace
    6. Get returns on your mentioned bank account from the following month
Why Borrow from RupeeCircle?
    • Personal or Business loans upto Rs. 5 lacs
    • Interest rates starting from 12% annually
    • Collateral Free Loans
    • Tenure 3 – 24 months
Borrowing Process
    1. Create a Borrower’s Account 
    2. Enter the reqd. amount and loan reason
    3. Upload the required documents
    4. Profile goes through verification and underwriting process
    5. Loan Approval and Listing of Loan in the marketplace
    6. Funding of Loan by multiple Investors
    7. Physical Verification and Legal Documentation
    8. Disbursal of Loan Amount into your account
    9. Loan Repayment from the next month as EMI
App Dashboard
The dashboard in the app contains your personal details and all financial transactions. You can find financial reports and summary of transactions which are easily downloadable. It’s an easy to use interface where you can browse through borrowers, invest easily, initiate transactions and check reports, if you are an investor.
As a borrower, you can check your loan amount and the EMIs that you have been paying back to investors. You can also find the details of top up loans, if any. You can apply loans for various types of reasons like home improvement, education, vacation, debt consolidation, medical bills etc.",1.12,"October 24, 2019","Thanks for using RupeeCircle! We regularly updated our app to fix bugs, improve performance and add new features.",,,,Mon Dec  9 00:34:13 2019
StuCred - Real-Time Student Credit,"100,000+","1,273",Finance,4.2,com.kreon.stucred,Kreon Finnancial Services Ltd,https://play.google.com/store/apps/details?id=com.kreon.stucred,"Are you a student in need of an immediate loan? You’ve come to the right place. StuCred is the most trustworthy instant-cash app for students! 
Real-Time Student Credit, or StuCred, is a secure digital platform that offers short-term, interest-free, loans with the objective to educate and empower the students of India. 
With the StuCred Instant Loan App, you can get a loan anytime and anywhere! This is how we ensure that you have cash-on-hand whenever you are in need. 
Why StuCred?
At StuCred, we understand what it feels like to be a college student facing financial hardship. That is why, as a student loan company, StuCred strives to make financial independence an achievable reality for everyone. 
1)	Verification & Authentication
We do not require any physical documents to register! 
StuCred’s quick loan app is designed with the latest technology, making your registration process smooth and fast. Once your account is created, simply link your bank account and take out your first of many instant loans! 
2)	Interest-Free
At a 0% interest rate, StuCred’s loans are indeed interest free! We want to empower the students of India and not add another financial burden. 
3)	Repay Anytime Within 30 Days
The faster you are able to repay your loan, the more students we can help! We also understand if you need more time. Simply reach out to us and explain your circumstances. 
4)	Approachable 
We offer guaranteed help with a human touch and are always willing to consider individual circumstances. Contact our customer care through the StuCred app or website with any issues you have! 
5)	Build Your Credit Score 
StuCred gives you the unique opportunity to build your credit score well before you graduate! This will be highly beneficial when you apply for EMI payments, personal loans and/or credit cards in the future. 
6)	Expandable Credit Limit
By successfully borrowing and repaying any loans you take, you can increase your credit limit and build your credit score with StuCred! We currently offer loans ranging between Rs.500- Rs.30,000. 
7)	Available 24x7 
Once your account is registered through the StuCred Instant Cash App, you can get a loan from anywhere in India, at any time and for any amount within your credit limit! 
The best part is that your loan can be transferred into your bank account in as little time as 60 seconds! Hence, StuCred promises to be the best instant-loan app for students in India. 
Download StuCred now and gain the empowerment that you deserve!",1.5.2,"October 4, 2019",Bug fixes.,,,,Mon Dec  9 00:34:14 2019
HappyMonies - Instant Personal Loan APP,"100,000+",575,Tools,3.1,com.ps.happymoney.india,Dortse,https://play.google.com/store/apps/details?id=com.ps.happymoney.india,"HappyMonies is a mobile application designed to help users record every consumption in their lives and manage it conveniently.
HappyMonies has the 3 major features:
1. Smart management of bills
HappyMonies will help users on bill management and simplify it through billing classification and smart data saving, using big data analysis and artificial intelligence technology.
2. Simple and Efficient one-stop operation
HappyMonies has a strong data and crawler technology team to solve the problem of smart recording and real-time update of users' bills. It will update automatically after importing, which would greatly simplify the operation steps and users’ time, and help the users manages all bills efficiently.
3. HappyMonies offers supporting financial services
HappyMonies gives priority to user experience. Except smart and efficient bill management, we also offer our users loan information consultation to effectively solve their needs. HappyMonies is an integrated bill management tool.
The terms of financial services are very simple, including: 
（1）You must be an Indian citizen；
（2）You must be at least 18 years old.
In the HappyMonies application, you can find out about the very useful free financial services products.
（1）Online money loan products: INR 5,000 - INR 15,000;
（2）Loan term: 61-100 days;
（3）Currency loan interest: up to 24% / year (APR)
（4）Other fees depend on the loan product you choose, between 10% and 20%
Tel: +919667117599
Email: happymoniesservice@gmail.com
Address: Floor 4, Khandsa Rd, Near S.D. High School, Model Town, Sector 10A, Gurugram, Haryana 122018 India.",1.3.6,"December 6, 2019","Easy
Our online applications take just 24 hours to fill up, and when you are approved, we will transfer the funds to you in a jiffy.
Quick
The digital age ensures that we can give you what you want right now, anytime, anywhere. With so many exciting things to do and catch up on, we don't want you wasting your valuable time waiting for a loan when you can so easily get it online from us!",,,,Mon Dec  9 00:34:14 2019
Easy Loan Calculator,"100,000+","1,301",Finance,4.7,com.dayna.yourloancalculator,Marty Huang,https://play.google.com/store/apps/details?id=com.dayna.yourloancalculator,"Easy Loan Calculator is very easy to calculate your loan available on Google Play Store. Only enter your loan amount, loan term, and loan interest rate and the result could be shown clearly. The main feature of Easy Loan Calculator is shown as follows:
+ Support three loan type: Equal Payment, Equal Principal and Principal Repayment Maturity.
+ Loan chart is provided.
+ Support two displays: vertical and horizontal lists.
+ Support full screen: font is more larger and lists could be shown more.
+ All input information could be saved.
+ Easy to calculate the repayment.
+ Two floating point is support.
+ Loan amount can be supported up to trillion.
+ The unit of loan term is month.
+ The result of loan calculation is shown clearly.
+ UI design is clear and easy to be used.
Welcome to use Easy Loan Calculator and it is convenient for you to calculate your loan. If you have any questions about Easy Loan Calculator, please don't hesitate to contact me. Sincerely thanks for your download and support.",1.4.9,"December 5, 2019",Fix Ads to follow google policy.,,,,Mon Dec  9 00:34:14 2019
Money loan guide - loans for bad credit - get loan,"10,000+",19,Finance,4.1,academehub.loan_money_get_loans_for_bad_credit,yoanna apps better courses,https://play.google.com/store/apps/details?id=academehub.loan_money_get_loans_for_bad_credit,"Life is full of challenges and surprises, and often you need a money loan.
Sometimes you merely started a brand-new work and you need to wait on your very first salary (and in need of a payday loan or cash advance loan), or your washing machine stopped working and you need a new one. These kinds of things occur regularly, and they can be challenging to manage.
Many times our only choice and best choice is to get a loan, however only few of us know the verity of possibilities to get a personal loans, some appropriate for a good credit score money borrower and some are great loans for bad credit borrowers. Sometimes you need a quick loan, and sometimes time isn’t the issue. Sometimes you want to postpone payments using hard money loan, and sometimes you want a steady payment table so personal loans in the bank, credit card loans or even paypal credit loan can be a good fit. Often, if you’re looking for bad credit loans you can’t get a loan from the bank, so P2P lending (peer to peer lending) may be a good idea.
At the same time, everyone should see how to repair and improve their credit score. We will teach you how to do that also with our credit score repair guide.
78% of the U.S. are living paycheck to paycheck. 
56% have lower than $100 left over at the end of the month. 
If you drop under either of the mentioned groups, you'll must know your alternatives some will surprise you and some are loans for bad credit.
In this mini-course, we will reveal to you what are your money loan alternatives, advantages, as well as disadvantages of different money loans, how to choose which is the appropriate personal loan for you? how to get loans that are good for you? How to improve your credit score and a lot more. 
We divide this course to 7 parts:
💰 Bank Personal Loans - A bank loan is possibly considered as one of the most typical kind of money loans for individuals. A loan from a bank would provide medium or long-term financing. The bank sets the a certain period over which the loan is the interest rate and the timing and also quantity of payments.
💰 Credit Card Money Loans - A loan against the credit card functions more like a personal loan. It is a mean of financing that can help you get quick loan if your need is time sensitive, As long as you have a credit card in your name, you can make use of money against it, normally without the need to offer any kind of new documents.
💰 P2P lending – Peer to peer lending, also abbreviated as P2P lending, is the practice of using an online services and platform to match lenders and borrowers, lending and getting money among individuals or businesses. This way you can skip the middleman and it’s commission. 
💰 Hard Money Loan - A hard money loan is a short-term bridge loan. Many times is used in real estate deals but not only. It allows you to get money loans based largely on the worth of the property being utilized as protection, not on the credit history integrity of the borrower. Since conventional loan providers, like financial institutions and banks, do not offer hard loan funding, hard money loan providers are frequently private individuals or firms.
💰 Payday loans - A payday loan (also called a payday advance, early paycheck loan, money advance,  or cash advance loan) is a small, short-term unsecured money loan, regardless of whether repayment of loans is linked to a borrower’s payday. Payday advance loans rely on the consumer having previous payroll and employment records.
💰 Improve credit score - Credit score is generally determined by considering your record, but there are a handful of factors that you might do in order to improve your credit score. In case you are searching for credit rating repair, you must take into consideration several actions and we will show you what they are as part of this free course
Download now and earn this priceless knowledge!
It’s free and it’s up to you now, will you put in the work?",20,"November 19, 2019",Amazing opportunity - Super important free course! download now!,,,,Mon Dec  9 00:34:14 2019
My Intercap Loan,"1,000+",,Finance,,com.myintercaploan.prod,Intercap Lending,https://play.google.com/store/apps/details?id=com.myintercaploan.prod,"Manage your Intercap Lending loan(s) anytime and anywhere from your phone or tablet. At the touch of a finger you can access your current amount due, make a payment, set up recurring payments, receive email notifications, check your loan progress, interest rate, current balance, payment history, and more. Through this one convenient and secure app manage your loan, make payments and get answers anytime and anyplace . 
Features:
Make a one-time payment (with additional principal, escrow, or NSF)
Save pay accounts
Set up a recurring payment
Check your loan progress, interest rate, and other important loan details
View the details of your payment history
View and go paperless with statements and other loan documents
Touch ID and Face ID makes signing in easy
Setup email notifications for payment reminders, confirmations, and more
For more information, please visit www.intercaplending.com. NMLS# 190465; Equal Housing Opportunity.
* We’re constantly improving our processes and offerings. If you have comments, questions or recommendations please send them to ICLcustomerservice@intercaplending.com.",3.1.2,"October 22, 2019",- Fixed Bugs,,,,Mon Dec  9 00:34:14 2019
Loan Calculator,"10,000+",22,Finance,4.0,com.sis.myloancalc,Sparkle Solutions,https://play.google.com/store/apps/details?id=com.sis.myloancalc,"Loan Calculator is a Comprehensive Financial Utility. Loan Calculator provides the best way to calculate EMI and other important details related to a loan. Attractive and Detailed Amortization Table. All the payments details can be tracked separately from the Amortization Table. Complete loan details with results can be shared to social media, mail, messages and other sharing apps. A must have Personal utility.
* Available in English, Français, Español, Italiano, Deutsch, Português & Nederlands *
Loan Calculator:
Following values are calculated using the Loan Calculator: 
•  Scheduled Payment (EMI) 
•  Schedule Number of Payment 
•  Actual Number of Payment 
•  Total Early Payment 
•  Total Interest
Following values are provided in the Amortization Table: 
•  Payment Number 
•  Payment Date 
•  Beginning Balance 
•  Total Payment 
•  Principal 
•  Interest 
•  Ending Balance 
•  Cumulative Interest
Tracking Payments: 
•  Individual payments can be tracked in a simple way. 
•  Complete loan details can be tracked for the payment.
Sharing:
•  Complete loan details with results can be shared to social media, mail, messages and other sharing apps.
Key Features:
•  Professionally user-interface. 
•  Pleasant Presentation of Amortization Table. 
•  Values in Amortization Table are provided with respect to Payment Number and Payment Date. 
•  Accurate Calculation of values. 
•  Easy option to track a particular payment detail. 
•  Simple Sharing option.
A LifeTime Buddy",1.3,"October 16, 2019",Loan Calculator,,,,Mon Dec  9 00:34:14 2019
"Bajaj Finserv Wallet - No Cost EMIs, Recharges","10,000,000+","242,522",Finance,4.5,com.mobikwik_new.bajajfinserv,Bajaj Finance Limited,https://play.google.com/store/apps/details?id=com.mobikwik_new.bajajfinserv,"Bajaj Finserv Wallet powered by Mobikwik - India’s first integrated Debit and Credit wallet for Fastest Online Recharges and Bill Payments, No Cost EMI offers on LED, mobiles and other consumer durables, Instant Loans, Payments at online and offline merchants and your own Personal expense Manager exclusively for Bajaj Finserv customers! 
Bajaj EMI Network Card
With the Bajaj Finserv Wallet powered by Mobikwik you are empowered with our exclusive EMI network card which you can use to buy your favorite products on no cost EMI's. Just link you EMI card with you Bajaj Finserv Wallet and enjoy seamless transactions at BFL partner stores. It’s simple, it’s easy and it saves time.
Get fast and easy loan approvals for “New to Credit” Customers by using consent based SMS data in a safe & secure manner on a range of products ranging from LED TVs, Refrigerators, Washing Machine & Microwaves to Smartphones, Cameras & Watches, Apparels and many more. 
Shop on no cost EMI at leading e-commerce companies like Flipkart and Amazon with the all new Bajaj Finserv Wallet powered by Mobikwik.
Wallet Customers also have an option to avail instant Credit up to Rs.10000 in 3 seconds.
Based on SMS transaction history Customers can apply for various BFL Loans like Personal loans, Home Loans, Consumer durable loans etc. 
Expense Manager 
Track, analyze and set budget for your expenses across all payment instruments from your SMS data in a safe & secure manner. Use this analysis to spend in a prudent manner using Bajaj Finserv Wallet app.
Mobile Recharge & Bill Payment
Bajaj Finserv Wallet app powered by Mobiwik is the best mobile recharge app that not only lets you complete your online recharges, but also allows you DTH recharge, bus ticket bookings, IRCTC bookings, prepaid, postpaid, electricity, gas bill payments, insurance payments, broadband, landline and data card bill payments.
It is the most secure, simple & fastest way to recharge your mobile phone. Get all Top Ups, SMS, Data (GPRS, 2G, 3G & 4G), Local, STD, ISD, Postpaid, Vouchers & Full Talk Time recharge offers.
We facilitate Airtel prepaid recharge, Jio, Vodafone online recharge, payments for Idea, BSNL recharge, MTNL, Aircel online recharge, idea prepaid recharge, Tata Docomo GSM, Tata Docomo CDMA, Tata Indicom & Uninor.
DTH & Data Card Recharge
DTH service providers like 
Tata Sky recharge, Airtel DTH, dish tv recharge, Reliance Big TV DTH, Videocon D2H & Sun Direct DTH 
Datacard recharges are available for:
Tata Photon
Reliance Net connect
MTS Mblaze
Idea Net setter
JioFi
Pay Utility Bills: Electricity, Gas and Water
Go Cashless for electricity, Gas & Water bill payments: 
Make payments to electricity board:
BSES Rajdhani
BSES Yamuna
Reliance Energy Mumbai
Tata Power- Delhi and Mumbai
MSEB Mumbai
Chhattisgarh Electricity Board
Jaipur Vidyut Vitran Nigam
BEST
Uttar Pradesh Power Corp. Ltd- UPPCL
Make payments to Gas bills for:
Indraprastha Gas Ltd. 
Mahanagar Gas Ltd.
Gujarat Gas Company Ltd.
Adani Gas
Sabarmati Gas
Make payments to water bills for:
Delhi Jal Board 
Bangalore water supply
Ola Cab Booking
Enjoy the best fares on each Ola ride you take on the Bajaj Finserv Wallet app. The best place to book rides, be it Ola Prime, Ola Micro, Ola Mini, Ola SUV, Ola Auto, Ola Luxury or Ola Bikes. 
Bus Booking
Book Volvo, AC comfortable bus seats on the go. Find buses, route information, ticket prices and availability of seats.
What’s more:
• Traffic challan, loan EMI, metro card recharge, cable TV, insurance & utility bills
• Scan and use the QR code to pay at your local stores or pay for your automobile fuel at nearby petrol pumps
• Redeem your PAYBACK points on the Bajaj Finserv Wallet App.
Bajaj Finserv Wallet powered by Mobikwik is a pre-paid instrument issued by Mobikwik under co-branding arrangement with Bajaj Finance Limited, in accordance with the applicable RBI guidelines.",11.1,"October 31, 2019",- Multiple Bug Fixes & Enhancements,,,,Mon Dec  9 00:34:14 2019
Rupeeclub - Fast Cash Loans Online,"100,000+",123,Finance,3.0,in.com.weshare.rupeeclub,Finclub Technology Private Limited,https://play.google.com/store/apps/details?id=in.com.weshare.rupeeclub," - The 
 supermarket platform that helps users find a 
 with a loan amount, loan term and interest rate that suits your needs.
Address: 116, Pride hulkul, Lalbagh, Bangalore
Business Registration Certificate No. AAGCB9468C
 Minimum of 91 days and a maximum of 150 days
 1.65% / month
For example: If you have a loan amount of 10,000 INR and a time limit of 91 days, you will receive an amount of 9,670 in your account.
If you have overdue, you must pay: 10,000 * (1 + 3.75%) = 10,375
Overdue interest: 3% of total loan + 0.75% / day overdue.
Over 15 days: 1% / day (principal) overdue
Over 60 days: 1.1% / day (principal) overdue
Total interest not exceeding 100%
- India's most prestigious online loan supermarket
- Easy to Find Online Loans Amount that fit
- Diversified choices on loan amounts, loan terms and interest rates
- More than 20 online loan products
- Online personal loan only needs ID card
- Fastest consumer loan
- Monthly installment loan
- Super Fast Loans - Quick applications - Speedy decisions
- Online loan without mortgage
- Having a fixed and stable income
- There is no bad credit in other banks or other financial institutions.
- Customers are India citizens
- Available ages from 18 - 60 years old
- Customers search application on CH Play store with Rupeeclub keyword and proceed to install the application on your own device (please check the internet status before install)
- Register an account on Rupeeclub app
: https://www.rupeeclub.in
: 116, Pride hulkul, Lalbagh, Bangalore, India",1.0.3,"August 16, 2019",Fix some bugs in app. Better user experience.,,,,Mon Dec  9 00:34:17 2019
Manappuram Personal Loan,"50,000+",324,Finance,4.0,com.interstellarz.personalloanapp,Manappuram Finance Limited,https://play.google.com/store/apps/details?id=com.interstellarz.personalloanapp,"This is a fully digital loan and you can take loan, pay installment, check the loan statement, settle the loan etc. through this mobile application itself. You do not have to visit the branches for these purposes. Moreover, you are free to take loan whenever you need and also you can perform the loan settlement before the loan tenure.",3.2,"November 16, 2019",Esign bug fixed,,,,Mon Dec  9 00:34:18 2019
